cityName,stateName,cityCode,locationType,aliasCityName,weightage
Banswada,Rajasthan,MMTCC49006,CITY,,5000
Berhampore,West Bengal,MMTCC37385,CITY,,691
Bhaga Bazar,Assam,MMTCC37389,CITY,,5000
Bhivghat,Maharashtra,MMTCC37401,CITY,,2779
Bihpuria,Assam,MMTCC37411,CITY,,1295
Bijoliya,Rajasthan,MMTCC50095,CITY,,5000
Bilaspur (Himachal Pradesh),Himachal Pradesh,MMTCC43320,CITY,,776
Thalainayar,Tamil Nadu,MMTCC37463,CITY,,5000
Borlipanchatan(Maharashtra),Maharashtra,MMTCC49670,CITY,,5000
Burhanpur(Maharashtra),Maharashtra,MMTCC43385,CITY,,5000
Teosa,Maharashtra,MMTCC37467,CITY,,5000
Teok,Assam,MMTCC37469,CITY,,1240
Telgoan,Maharashtra,MMTCC43288,CITY,,2646
Tavaragere,Karnataka,MMTCC43153,CITY,,2075
Tasgaon (Sangli),Maharashtra,MMTCC49219,CITY,,1127
Tarn Taran,Punjab,MMTCC37475,CITY,,5000
TP Gudem Bypass,Andhra Pradesh,MMTCC49767,CITY,,735
T.P Gudem,Andhra Pradesh,MMTCC43193,CITY,,5000
Sultanpur (Uttar Pradesh),Uttar Pradesh,MMTCC49538,CITY,,820
Sullurupeta,Andhra Pradesh,MMTCC49677,CITY,,1647
Srirangapattana,Karnataka,MMTCC43221,CITY,,2504
Sonkatch,Madhya Pradesh,MMTCC37503,CITY,,2006
Sonari Chapari,Assam,MMTCC37507,CITY,,5000
Sonai,Assam,MMTCC37509,CITY,,5000
Sivagangai(Tamil Nadu),Tamil Nadu,MMTCC47521,CITY,,5000
Sitarganj (Uttarakhand),Uttarakhand,MMTCC50141,CITY,,1493
Simhadri Puram,Andhra Pradesh,MMTCC37521,CITY,,1276
Shirur Anantpal,Maharashtra,MMTCC37547,CITY,,1919
Chabua,Assam,MMTCC37531,CITY,,995
Chakkarakal,Kerala,MMTCC37533,CITY,,2380
Challavanipeta,Andhra Pradesh,MMTCC37535,CITY,,5000
Chanderi,Madhya Pradesh,MMTCC37537,CITY,,1088
Chatrapatti,Tamil Nadu,MMTCC37541,CITY,,5000
Cheepurupalli,Andhra Pradesh,MMTCC37543,CITY,,1449
Chhatarpur,Madhya Pradesh,MMTCC37555,CITY,,345
Chikhali(Gujarat),Gujarat,MMTCC43319,CITY,,714
Chikmagalur,Karnataka,MMTCC37563,CITY,,784
Chinnathurai,Tamil Nadu,MMTCC37567,CITY,,2967
Chital,Gujarat,MMTCC50263,CITY,,1647
Choki Sorath,Gujarat,MMTCC37571,CITY,,5000
Chuda,Gujarat,MMTCC50278,CITY,,2779
Cumbum (Andhra Pradesh),Andhra Pradesh,MMTCC49640,CITY,,735
Cumbum(Tamil Nadu),Tamil Nadu,MMTCC49778,CITY,,170
Darsi,Andhra Pradesh,MMTCC37583,CITY,,778
Dehra,Himachal Pradesh,MMTCC43124,CITY,,764
Deoni,Maharashtra,MMTCC37591,CITY,,5000
Deshalpar (Vandhay),Gujarat,MMTCC49336,CITY,,5000
Devadhanapatti,Tamil Nadu,MMTCC37593,CITY,,1647
Dhakuakhana,Assam,MMTCC37597,CITY,,1177
Dhalegaon (Beed),Maharashtra,MMTCC49048,CITY,,5000
Dholai Bazar,Assam,MMTCC37603,CITY,,2967
Dhone,Andhra Pradesh,MMTCC37605,CITY,,1110
Diu,Gujarat,MMTCC48709,CITY,,253
Dowlaiswaram,Andhra Pradesh,MMTCC37615,CITY,,5000
Duttalur,Andhra Pradesh,MMTCC37621,CITY,,1276
Erode Bypass,Kerala,MMTCC49999,CITY,,2006
Ethakota,Andhra Pradesh,MMTCC37627,CITY,,5000
Ettayapuram,Tamil Nadu,MMTCC37629,CITY,,1110
Firozpur,Delhi State,MMTCC49316,CITY,,5000
Fulertal,Assam,MMTCC37637,CITY,,1749
Shiroda(Goa),Goa,MMTCC43401,CITY,,5000
Shikaripura,Karnataka,MMTCC37679,CITY,,1647
Shedubhar,Gujarat,MMTCC48655,CITY,,5000
Shanishingnapur,Maharashtra,MMTCC43392,CITY,,1919
Selaqui,Uttarakhand,MMTCC43078,CITY,,5000
Seithur,Tamil Nadu,MMTCC37701,CITY,,5000
Sehore(M.P),Madhya Pradesh,MMTCC43412,CITY,,1295
Savlaj,Maharashtra,MMTCC37703,CITY,,5000
Sattenapalle,Andhra Pradesh,MMTCC48985,CITY,,845
Mysore Site Seeing,Karnataka,MMTCC43321,CITY,,1391
Sathupally,Andhra Pradesh,MMTCC37707,CITY,,430
Satara Bypass,Maharashtra,MMTCC48520,CITY,,1868
Sarubujjili,Andhra Pradesh,MMTCC37709,CITY,,5000
Ghaziabad,Uttar Pradesh,MMTCC48772,CITY,,391
Raipur (Chhattisgarh),Chhattisgarh,MMTCC48652,CITY,,105
Sarni (Madhya Pradesh),Madhya Pradesh,MMTCC43390,CITY,,1679
Saravakota,Andhra Pradesh,MMTCC37711,CITY,,5000
Santhekatte,Karnataka,MMTCC49625,CITY,,1295
Sampaje (Karnataka),Karnataka,MMTCC43145,CITY,,5000
Salkanpur,Madhya Pradesh,MMTCC37729,CITY,,5000
Sagar(Karnataka),Karnataka,MMTCC43341,CITY,,622
S.P. Pattinam,Tamil Nadu,MMTCC43097,CITY,,2646
Rowta,Assam,MMTCC37737,CITY,,2292
Retur Village,Andhra Pradesh,MMTCC43331,CITY,,5000
Rehti,Madhya Pradesh,MMTCC37741,CITY,,2504
RC Puram,Andhra Pradesh,MMTCC49955,CITY,,5000
Rasaliya,Gujarat,MMTCC37767,CITY,,5000
Ranasthalam,Andhra Pradesh,MMTCC37769,CITY,,2006
Ramachandrapuram,Andhra Pradesh,MMTCC43443,CITY,,334
Rajur (Yavatmal),Maharashtra,MMTCC49917,CITY,,5000
Rajnagar(Rajasthan),Rajasthan,MMTCC43436,CITY,,1428
Gadarwara,Madhya Pradesh,MMTCC37739,CITY,,2646
Gajendragadh,Karnataka,MMTCC48693,CITY,,947
Gajuwaka,Andhra Pradesh,MMTCC37747,CITY,,885
Galagali,Karnataka,MMTCC37749,CITY,,1473
Galiakot,Rajasthan,MMTCC37751,CITY,,2646
GHILAMARA,Assam,MMTCC43178,CITY,,2213
Godavarikhani,Andhra Pradesh,MMTCC37775,CITY,,213
Oupada,Odisha,MMTCC37803,CITY,,5000
Gola (Uttar Pradesh),Uttar Pradesh,MMTCC49655,CITY,,1709
Golaghat,Assam,MMTCC37777,CITY,,640
Gorane,Maharashtra,MMTCC37779,CITY,,5000
Gotegaon,Madhya Pradesh,MMTCC37809,CITY,,5000
Gudivada,Andhra Pradesh,MMTCC37781,CITY,,676
Nimach,Rajasthan,MMTCC37819,CITY,,1186
Gundmi Ambagilu,Karnataka,MMTCC37787,CITY,,5000
Netramli,Gujarat,MMTCC48629,CITY,,5000
Goa Package,Goa,MMTCC43143,CITY,,2967
Nesari,Maharashtra,MMTCC37829,CITY,,2006
Nellimarla,Andhra Pradesh,MMTCC37831,CITY,,5000
Nelamangala,Karnataka,MMTCC49876,CITY,,5000
Neemuch (Madhya Pradesh),Rajasthan,MMTCC48642,CITY,,5000
Nasrullaganj,Madhya Pradesh,MMTCC37839,CITY,,1146
Nashik,Maharashtra,MMTCC43207,CITY,,536
Hadala,Gujarat,MMTCC48692,CITY,,2380
Narippaiyur,Tamil Nadu,MMTCC37843,CITY,,5000
Narasannapeta,Andhra Pradesh,MMTCC37847,CITY,,622
Harda,Madhya Pradesh,MMTCC43227,CITY,,1030
Harihar,Karnataka,MMTCC43086,CITY,,691
Nalbari,Assam,MMTCC37859,CITY,,5000
Naharkatia,Assam,MMTCC37865,CITY,,2149
Naguluppalapadu,Andhra Pradesh,MMTCC37867,CITY,,5000
Hath Kamba,Maharashtra,MMTCC49682,CITY,,5000
Herbertpur(Uttarakhand),Uttarakhand,MMTCC43245,CITY,,5000
Nagoor(Karnataka),Karnataka,MMTCC43157,CITY,,5000
Hiramandalam,Andhra Pradesh,MMTCC37659,CITY,,1709
Hiriyadka,Karnataka,MMTCC37661,CITY,,1005
Hoskote,Karnataka,MMTCC37665,CITY,,5000
Howly,Assam,MMTCC37667,CITY,,5000
Hunasagi,Karnataka,MMTCC37669,CITY,,1276
Hutti,Karnataka,MMTCC37671,CITY,,981
Ibrahimpatnam,Andhra Pradesh,MMTCC37881,CITY,,5000
Ichoda,Andhra Pradesh,MMTCC37883,CITY,,1826
Idaikal,Tamil Nadu,MMTCC37885,CITY,,2006
Idayamelur,Tamil Nadu,MMTCC37887,CITY,,5000
N R Pura,Karnataka,MMTCC37896,CITY,,2213
Muttuchira,Kerala,MMTCC37898,CITY,,5000
Murud (Latur),Maharashtra,MMTCC43252,CITY,,1154
Murtajapur,Maharashtra,MMTCC43403,CITY,,1146
Murliganj,Bihar,MMTCC37904,CITY,,5000
Munanjipatti,Tamil Nadu,MMTCC37906,CITY,,5000
Mulleria,Karnataka,MMTCC37908,CITY,,5000
Mudeti Patia,Gujarat,MMTCC50323,CITY,,5000
Muddanur,Andhra Pradesh,MMTCC30638,CITY,,1027
Morshi,Maharashtra,MMTCC37926,CITY,,5000
Morba (Raigad),Maharashtra,MMTCC49153,CITY,,5000
Moolakaraippatti,Tamil Nadu,MMTCC37932,CITY,,1826
Mohanur,Tamil Nadu,MMTCC37938,CITY,,1375
Mhasala (Raigad),Maharashtra,MMTCC50082,CITY,,2075
Marteru,Andhra Pradesh,MMTCC49080,CITY,,1868
Marturu,Andhra Pradesh,MMTCC37954,CITY,,2292
Martur,Andhra Pradesh,MMTCC37956,CITY,,1127
Mantada,Andhra Pradesh,MMTCC37962,CITY,,5000
Mangvapal,Gujarat,MMTCC48730,CITY,,5000
Mangalore Bypass,Karnataka,MMTCC37966,CITY,,5000
Mangaldai,Assam,MMTCC37968,CITY,,5000
Mangalagiri Bypass,Andhra Pradesh,MMTCC28382,CITY,,1255
Mandarmani,West Bengal,MMTCC37974,CITY,,551
Mandapasalai,Tamil Nadu,MMTCC37976,CITY,,5000
Mancherial,Andhra Pradesh,MMTCC37980,CITY,,214
Malegaon (Washim),Maharashtra,MMTCC50039,CITY,,1473
Malegaon (Dhule),Maharashtra,MMTCC43148,CITY,,1541
Mahrauni,Uttar Pradesh,MMTCC37994,CITY,,5000
Mahendranagar(Nepal),Nepal,MMTCC43130,CITY,,1919
Loni (Ahmednagar),Maharashtra,MMTCC49756,CITY,,1276
Landgewadi,Maharashtra,MMTCC38022,CITY,,5000
Lalapur,Assam,MMTCC38028,CITY,,5000
Lakhimpur,Uttar Pradesh,MMTCC38030,CITY,,633
Kabuganj,Assam,MMTCC38031,CITY,,2504
Kagwade,Maharashtra,MMTCC38035,CITY,,2006
Kalloorani,Tamil Nadu,MMTCC38049,CITY,,5000
Kalyandurg,Andhra Pradesh,MMTCC38051,CITY,,1061
Kamuthi,Tamil Nadu,MMTCC38055,CITY,,986
Kanodar,Gujarat,MMTCC38059,CITY,,2380
Kapurthala,Punjab,MMTCC38061,CITY,,5000
Karanja Lad,Maharashtra,MMTCC38063,CITY,,874
Karempudi,Andhra Pradesh,MMTCC38065,CITY,,1597
Karimganj,Assam,MMTCC38069,CITY,,922
Karjat (Ahmednagar),Maharashtra,MMTCC48559,CITY,,2967
Kattuputhur,Tamil Nadu,MMTCC38077,CITY,,1826
Kavathe mahankal,Maharashtra,MMTCC38079,CITY,,1826
Kazhakkottam,Kerala,MMTCC48840,CITY,,683
Keelapavoor,Tamil Nadu,MMTCC38085,CITY,,5000
Khajuwala,Rajasthan,MMTCC38087,CITY,,5000
Khed (ratnagiri),Maharashtra,MMTCC50074,CITY,,2967
Khimlasa,Madhya Pradesh,MMTCC38091,CITY,,2967
Khombhadi,Gujarat,MMTCC38093,CITY,,5000
Kichha,Uttarakhand,MMTCC38099,CITY,,5000
Kolwadi,Maharashtra,MMTCC38103,CITY,,5000
Koodankulam,Tamil Nadu,MMTCC38107,CITY,,1792
Korba,Chhattisgarh,MMTCC38109,CITY,,1493
Kovvuru,Andhra Pradesh,MMTCC49753,CITY,,811
Kozhikode,Kerala,MMTCC38121,CITY,,70
KrishnanKoil,Tamil Nadu,MMTCC50249,CITY,,778
Kumarapalayam,Tamil Nadu,MMTCC38129,CITY,,1679
Kumily (Tamil Nadu),Tamil Nadu,MMTCC48604,CITY,,2006
Kuravilagad,Kerala,MMTCC38141,CITY,,1342
Kurukkal patti,Tamil Nadu,MMTCC49443,CITY,,2380
Kushtagi Bypass,Karnataka,MMTCC50257,CITY,,5000
Chittoor (Karnataka),Karnataka,MMTCC43177,CITY,,2779
Eruvadi (Tirunelveli),Tamil Nadu,MMTCC43395,CITY,,1493
Ervadi (Ramanathapuram),Tamil Nadu,MMTCC49485,CITY,,1195
Gudalur (Cumbum),Tamil Nadu,MMTCC43150,CITY,,1408
Kalakada,Andhra Pradesh,MMTCC38155,CITY,,1138
Kalakkad,Tamil Nadu,MMTCC38157,CITY,,1570
Kaloor,Kerala,MMTCC43420,CITY,,2504
Kanchikacherla,Andhra Pradesh,MMTCC38161,CITY,,1473
Kondapuram (prakasham dist),Andhra Pradesh,MMTCC48584,CITY,,5000
Dombivli,Maharashtra,MMTCC50285,CITY,,311
Nerul,Maharashtra,MMTCC38169,CITY,,5000
Vashi,Maharashtra,MMTCC38171,CITY,,1962
Anegudde,Karnataka,MMTCC7081,CITY,,5000
Vajdi,Gujarat,MMTCC10409,CITY,,5000
Ampar,Karnataka,MMTCC8178,CITY,,5000
Ayyampettai,Tamil Nadu,MMTCC1075,CITY,,1312
Kashipur,Uttarakhand,MMTCC9408,CITY,,1391
Talada,Maharashtra,MMTCC6426,CITY,,5000
Avidi,Andhra Pradesh,MMTCC6611,CITY,,1792
Damnagar,Gujarat,MMTCC11487,CITY,,1220
Sawarde (Maharashtra),Maharashtra,MMTCC50026,CITY,,2292
Adala,Gujarat,MMTCC37305,CITY,,5000
Bhadrod,Gujarat,MMTCC11557,CITY,,5000
Budhel,Gujarat,MMTCC11558,CITY,,2380
Vadviyala,Gujarat,MMTCC11571,CITY,,5000
Vaghaniya,Gujarat,MMTCC11559,CITY,,2967
Vekariya,Gujarat,MMTCC11572,CITY,,2292
Dhinoj,Gujarat,MMTCC9429,CITY,,5000
Umrala,Gujarat,MMTCC11573,CITY,,1647
Shamkhyari,Maharashtra,MMTCC6418,CITY,,5000
Khadiya,Gujarat,MMTCC6371,CITY,,2779
Hunsemakki,Karnataka,MMTCC8203,CITY,,5000
Dholera (Gujarat),Gujarat,MMTCC48942,CITY,,5000
Surnagar,Gujarat,MMTCC11585,CITY,,5000
Rohisha,Gujarat,MMTCC11575,CITY,,5000
Gadu,Gujarat,MMTCC5172,CITY,,794
Badlapur (maharashtra),Maharashtra,MMTCC50211,CITY,,947
Oliya,Gujarat,MMTCC11564,CITY,,2075
Nageshree,Gujarat,MMTCC11576,CITY,,5000
ITAGI,Karnataka,MMTCC12044,CITY,,5000
Bah,Uttar Pradesh,MMTCC37327,CITY,,5000
Bheshan,Gujarat,MMTCC6324,CITY,,5000
Taranagar (Delhi),Delhi,MMTCC48746,CITY,,5000
Mota Surka,Gujarat,MMTCC11578,CITY,,2646
Baihata Chariali,Assam,MMTCC37329,CITY,,5000
Lapaliya,Gujarat,MMTCC11580,CITY,,5000
Koottanad,Kerala,MMTCC11194,CITY,,5000
Balapur (Akola),Maharashtra,MMTCC50117,CITY,,2149
JAGALUR,Karnataka,MMTCC12143,CITY,,2646
Hemal,Gujarat,MMTCC11565,CITY,,2213
Gopnath,Gujarat,MMTCC11567,CITY,,5000
Devrajiya,Gujarat,MMTCC11569,CITY,,5000
Dudhala gir,Gujarat,MMTCC48575,CITY,,2779
Kharagpur,West Bengal,MMTCC5564,CITY,,1749
Kesavaram,Andhra Pradesh,MMTCC9955,CITY,,5000
Razam,Andhra Pradesh,MMTCC11599,CITY,,706
Shivana,Rajasthan,MMTCC4043,CITY,,5000
Saoner,Maharashtra,MMTCC10465,CITY,,2646
Changaveti,Kerala,MMTCC1151,CITY,,5000
Farakka,West Bengal,MMTCC5576,CITY,,1541
Kadur,Karnataka,MMTCC11220,CITY,,1342
Satlasana,Gujarat,MMTCC10476,CITY,,1519
Bannadka,Karnataka,MMTCC8586,CITY,,5000
Dolatpura (Maharashtra),Maharashtra,MMTCC48626,CITY,,5000
Nagaram,Andhra Pradesh,MMTCC5589,CITY,,2149
Peralam,Tamil Nadu,MMTCC7327,CITY,,2380
Limda,Gujarat,MMTCC5196,CITY,,5000
Chandawal,Rajasthan,MMTCC11001,CITY,,2213
Satodad,Gujarat,MMTCC5202,CITY,,5000
KADABA,Karnataka,MMTCC12064,CITY,,2213
Ingorala,Gujarat,MMTCC1326,CITY,,2149
Kheralu,Gujarat,MMTCC6049,CITY,,1391
KALMANE,Karnataka,MMTCC12181,CITY,,5000
Belvadi,Karnataka,MMTCC10003,CITY,,5000
KANAKAGIRI,Karnataka,MMTCC12069,CITY,,2380
Kolaras,Madhya Pradesh,MMTCC5218,CITY,,5000
Dhansura,Gujarat,MMTCC13113,CITY,,1541
Eramalloor,Kerala,MMTCC11036,CITY,,5000
Daggubadu,Andhra Pradesh,MMTCC11643,CITY,,5000
Khicha,Gujarat,MMTCC1443,CITY,,5000
Galiveedu,Andhra Pradesh,MMTCC11652,CITY,,5000
Onthibettu,Karnataka,MMTCC8600,CITY,,5000
Ochira,Kerala,MMTCC7608,CITY,,5000
Bhujpur,Gujarat,MMTCC37405,CITY,,1962
Nuthalapadu,Andhra Pradesh,MMTCC11660,CITY,,2380
Salangpur,Gujarat,MMTCC1790,CITY,,2292
Uppiliapuram,Tamil Nadu,MMTCC13160,CITY,,1749
Kunwariya (Gujarat),Gujarat,MMTCC49877,CITY,,5000
Vankayalapadu,Andhra Pradesh,MMTCC11656,CITY,,5000
Parappadi,Tamil Nadu,MMTCC7429,CITY,,1709
Upplla,Karnataka,MMTCC1953,CITY,,5000
Petlawad,Madhya Pradesh,MMTCC10533,CITY,,2779
Phalodi,Rajasthan,MMTCC10534,CITY,,1473
Lakshettipet,Andhra Pradesh,MMTCC11022,CITY,,5000
Vadal,Gujarat,MMTCC6429,CITY,,2779
Komaragiri,Andhra Pradesh,MMTCC5612,CITY,,5000
Duvvuru,Andhra Pradesh,MMTCC11671,CITY,,1541
Piplya mandi,Madhya Pradesh,MMTCC5250,CITY,,2213
Bankapur,Karnataka,MMTCC12195,CITY,,5000
Malakoli,Maharashtra,MMTCC9069,CITY,,2380
Vijaypur,Madhya Pradesh,MMTCC2258,CITY,,5000
Charoti,Maharashtra,MMTCC1152,CITY,,2504
Duvva,Andhra Pradesh,MMTCC5625,CITY,,5000
Uppur (Tamil Nadu),Tamil Nadu,MMTCC50262,CITY,,5000
Ankleshwar Bypass,Gujarat,MMTCC49854,CITY,,2380
Tarikere,Karnataka,MMTCC6474,CITY,,2380
Kamareddy,Andhra Pradesh,MMTCC5628,CITY,,839
Thiruvallur,Tamil Nadu,MMTCC1905,CITY,,5000
Thoppumpady,Kerala,MMTCC1909,CITY,,5000
Punnapra,Kerala,MMTCC6820,CITY,,5000
Bhognipur,Uttar Pradesh,MMTCC10564,CITY,,2075
Nanudi,Gujarat,MMTCC1632,CITY,,5000
Bhadragiri,Karnataka,MMTCC9090,CITY,,5000
Chhegaon Makhan,Madhya Pradesh,MMTCC10573,CITY,,5000
Pandavapura,Karnataka,MMTCC12090,CITY,,2779
Edur,Karnataka,MMTCC9093,CITY,,5000
Kenjoor,Karnataka,MMTCC11091,CITY,,5000
Nyamathi,Karnataka,MMTCC9103,CITY,,5000
Savalanga,Karnataka,MMTCC9107,CITY,,5000
Puduvalasai,Tamil Nadu,MMTCC1739,CITY,,5000
Ujjaini,Karnataka,MMTCC11713,CITY,,5000
Garoth,Madhya Pradesh,MMTCC5298,CITY,,5000
Kartarpur,Punjab,MMTCC9113,CITY,,2779
Sannanallur,Tamil Nadu,MMTCC7326,CITY,,5000
Sardargarh,Gujarat,MMTCC7026,CITY,,2075
Perungalathur,Tamil Nadu,MMTCC7487,CITY,,1868
Telhara,Maharashtra,MMTCC11799,CITY,,5000
Kandlur,Tamil Nadu,MMTCC10615,CITY,,5000
Moulasar,Rajasthan,MMTCC9130,CITY,,5000
Murshidabad,West Bengal,MMTCC9131,CITY,,5000
Anandur,Tamil Nadu,MMTCC7503,CITY,,1792
Pindwara,Rajasthan,MMTCC7161,CITY,,1164
Dinara (Madhya Pradesh),Bihar,MMTCC49518,CITY,,2967
Kothacheruvu,Andhra Pradesh,MMTCC10631,CITY,,2967
Atmakur (Nellore),Andhra Pradesh,MMTCC48640,CITY,,877
Murnad,Karnataka,MMTCC10133,CITY,,5000
Jhalod,Gujarat,MMTCC6981,CITY,,5000
Borsad,Gujarat,MMTCC1132,CITY,,5000
Mirzapur (uttar pradesh),Uttar Pradesh,MMTCC48649,CITY,,5000
Vataman,Gujarat,MMTCC1979,CITY,,2967
Rajgir,Bihar,MMTCC10139,CITY,,5000
Jindal Steel,Gujarat,MMTCC9156,CITY,,5000
Mahurgad,Rajasthan,MMTCC9160,CITY,,2213
Allavaram,Andhra Pradesh,MMTCC7108,CITY,,5000
Chempanthotty,Kerala,MMTCC37545,CITY,,5000
Mandar (Jharkhand),Jharkhand,MMTCC50005,CITY,,5000
Agatrai,Gujarat,MMTCC10156,CITY,,5000
Sindari,Rajasthan,MMTCC5717,CITY,,1647
Savanur,Karnataka,MMTCC1807,CITY,,1868
Dhariwal,Punjab,MMTCC11190,CITY,,5000
Jaspara,Gujarat,MMTCC37049,CITY,,5000
Yadthare,Karnataka,MMTCC9177,CITY,,5000
Kalpi (uttar pradesh),Uttar Pradesh,MMTCC49187,CITY,,5000
Chhatral,Gujarat,MMTCC10172,CITY,,1749
Haldipur,Karnataka,MMTCC6972,CITY,,5000
Talatady,Karnataka,MMTCC9054,CITY,,5000
Kundrakudi,Tamil Nadu,MMTCC6996,CITY,,2967
Karera,Madhya Pradesh,MMTCC2142,CITY,,1154
Borala,Maharashtra,MMTCC11266,CITY,,5000
Dabhashi,Maharashtra,MMTCC37577,CITY,,5000
Chagalamarri,Andhra Pradesh,MMTCC11259,CITY,,1375
Makhiyala,Gujarat,MMTCC7972,CITY,,2380
Raikot,Punjab,MMTCC7977,CITY,,5000
Perurupeta,Andhra Pradesh,MMTCC7207,CITY,,5000
Erravaram,Andhra Pradesh,MMTCC6825,CITY,,5000
Bhimashankar,Maharashtra,MMTCC10198,CITY,,1541
Dhaka,Bihar,MMTCC7983,CITY,,5000
Chennimalai,Tamil Nadu,MMTCC10712,CITY,,1962
Gandepalli,Andhra Pradesh,MMTCC11285,CITY,,2779
Siwan,Bihar,MMTCC10210,CITY,,576
Hatta (Hingoli),Madhya Pradesh,MMTCC49648,CITY,,2075
Angalakuduru,Andhra Pradesh,MMTCC10214,CITY,,5000
Ramanattukara,Kerala,MMTCC1765,CITY,,2779
Vele (Satara),Maharashtra,MMTCC49923,CITY,,2967
Vegendla X Road,Andhra Pradesh,MMTCC10219,CITY,,5000
Herur,Karnataka,MMTCC10729,CITY,,5000
Kuthuparamba,Kerala,MMTCC6173,CITY,,728
SeminarKoil,Tamil Nadu,MMTCC6870,CITY,,5000
Holalkere,Karnataka,MMTCC10228,CITY,,1709
Kallambalam,Kerala,MMTCC10736,CITY,,5000
Paravoor,Kerala,MMTCC8039,CITY,,5000
Opilan,Tamil Nadu,MMTCC9232,CITY,,5000
Khanapur (Karnataka),Karnataka,MMTCC49710,CITY,,2504
Vadanapilly,Kerala,MMTCC8042,CITY,,5000
Sanand,Gujarat,MMTCC5378,CITY,,1408
Rasingapuram,Tamil Nadu,MMTCC11313,CITY,,5000
Siddipet,Telangana,MMTCC11918,CITY,,456
Deogarh,Odisha,MMTCC7293,CITY,,5000
Pandhro,Gujarat,MMTCC11910,CITY,,2967
Wyra,Andhra Pradesh,MMTCC11316,CITY,,2779
Kodungoor,Kerala,MMTCC11920,CITY,,5000
Gabbur,Karnataka,MMTCC10252,CITY,,5000
Kamalapur (hampi),Karnataka,MMTCC49804,CITY,,5000
Pothakalanvilai,Tamil Nadu,MMTCC11932,CITY,,5000
Aralikottai,Tamil Nadu,MMTCC8048,CITY,,2967
Balesar,Rajasthan,MMTCC7744,CITY,,2380
Pune Airport,Maharashtra,MMTCC38177,CITY,,5000
kodali,Andhra Pradesh,MMTCC11345,CITY,,5000
Sayra (Maharashtra),Maharashtra,MMTCC50072,CITY,,5000
Kombai,Tamil Nadu,MMTCC11349,CITY,,5000
Yamuna Nagar,Haryana,MMTCC38179,CITY,,5000
Harihareshwar,Maharashtra,MMTCC10273,CITY,,5000
Dhokadava,Gujarat,MMTCC7580,CITY,,5000
vanathirupathi,Tamil Nadu,MMTCC11353,CITY,,5000
Karmala (Solapur),Maharashtra,MMTCC48580,CITY,,5000
Gutti,Karnataka,MMTCC11940,CITY,,5000
Agar,Rajasthan,MMTCC38189,CITY,,1792
Sheoganj,Rajasthan,MMTCC10789,CITY,,2504
Maihar,Madhya Pradesh,MMTCC7721,CITY,,1749
Chittoor (Andhra Pradesh),Andhra Pradesh,MMTCC49115,CITY,,181
Tirunelveli,Tamil Nadu,MMTCC38195,CITY,,41
Pattamadai,Tamil Nadu,MMTCC7158,CITY,,1919
Rayan,Maharashtra,MMTCC7022,CITY,,5000
Ardavaram,Andhra Pradesh,MMTCC38197,CITY,,2779
Athikadai,Tamil Nadu,MMTCC6449,CITY,,2967
Amba (Jharkhand),Jharkhand,MMTCC48825,CITY,,5000
Thirukoshtiyur,Tamil Nadu,MMTCC8065,CITY,,2967
Jetalsar,Gujarat,MMTCC9294,CITY,,5000
Phulparas,Bihar,MMTCC11362,CITY,,5000
Nari,Gujarat,MMTCC6395,CITY,,5000
Uppinakote,Karnataka,MMTCC7886,CITY,,2504
Balabadrapuram,Andhra Pradesh,MMTCC49523,CITY,,5000
Baikampady,Karnataka,MMTCC7932,CITY,,5000
Surva,Gujarat,MMTCC9303,CITY,,5000
Bada Malhera,Madhya Pradesh,MMTCC9305,CITY,,2075
Barghat,Madhya Pradesh,MMTCC38211,CITY,,1077
Kothapalli,Andhra Pradesh,MMTCC11966,CITY,,5000
Manavadar,Gujarat,MMTCC7002,CITY,,5000
Kruthivennu,Andhra Pradesh,MMTCC11972,CITY,,2504
Barwaha,Madhya Pradesh,MMTCC38213,CITY,,1295
Manikonda,Andhra Pradesh,MMTCC11960,CITY,,5000
Barwala (Haryana),Haryana,MMTCC49706,CITY,,5000
KOBADI,Gujarat,MMTCC5433,CITY,,5000
Bathalapalli,Andhra Pradesh,MMTCC38217,CITY,,2380
Uvari,Tamil Nadu,MMTCC10817,CITY,,2380
Tummidi,Andhra Pradesh,MMTCC11963,CITY,,5000
Borana,Rajasthan,MMTCC6252,CITY,,5000
TRAPAJ,Gujarat,MMTCC5438,CITY,,1077
Baytu,Rajasthan,MMTCC38219,CITY,,1919
Uppargudem,Andhra Pradesh,MMTCC11964,CITY,,5000
Ventrapragada,Andhra Pradesh,MMTCC11969,CITY,,5000
Bhadravati (Maharashtra),Maharashtra,MMTCC38221,CITY,,1868
Shrigonda,Maharashtra,MMTCC10315,CITY,,2646
Borda,Gujarat,MMTCC13106,CITY,,1962
Sindhudurg,Maharashtra,MMTCC10317,CITY,,5000
Bulandshahr,Uttar Pradesh,MMTCC38225,CITY,,1519
LONGADI,Gujarat,MMTCC5444,CITY,,5000
Haleangadi,Karnataka,MMTCC8091,CITY,,2075
Ellora (Aurangabad),Maharashtra,MMTCC49568,CITY,,5000
Chakan,Maharashtra,MMTCC38229,CITY,,1709
Chamarajanagar,Karnataka,MMTCC38231,CITY,,5000
Chapoli,Maharashtra,MMTCC38233,CITY,,5000
Chandwad (Nashik),Maharashtra,MMTCC49883,CITY,,5000
Jagraon,Punjab,MMTCC8101,CITY,,2967
